DATE,FIPS,DS_TEMP_VARIATION_PREVIOUS_DAY,DS_DAILY_CLOUDCOVER,DS_WEATHER_ICON,DS_DAILY_LOW_TEMP,DS_DAILY_HIGH_TEMP,DS_DAILY_TOTAL_RAINFALL,STORE_BRAND_ID,TOTAL_TRAFFIC,DINEIN_TRAFFIC,DRIVETHRU_TRAFFIC
3/1/20,53033,-1.11,0.82,rain,25.75,37.39,0.00176,31-Jan,173,146,0
3/1/20,53033,-1.11,0.82,rain,25.75,37.39,0.00176,1-1401,99,77,0
3/1/20,53033,-1.11,0.82,rain,25.75,37.39,0.00176,Jan-99,74,57,0
3/1/20,53033,-1.11,0.82,rain,25.75,37.39,0.00176,1-352,38,33,0
3/1/20,53033,-1.11,0.82,rain,25.75,37.39,0.00176,1-351,138,111,0
3/1/20,53033,-1.11,0.82,rain,25.75,37.39,0.00176,1-1813,112,87,0
3/1/20,53033,-1.11,0.82,rain,25.75,37.39,0.00176,Jan-65,89,68,0
3/1/20,53033,-1.11,0.82,rain,25.75,37.39,0.00176,1-1066,103,76,0
3/1/20,53033,-1.11,0.82,rain,25.75,37.39,0.00176,1-962,79,59,0
3/1/20,53033,-1.11,0.82,rain,25.75,37.39,0.00176,1-657,103,55,0
3/1/20,53033,-1.11,0.82,rain,25.75,37.39,0.00176,1-1737,107,83,0
3/1/20,53033,-1.11,0.82,rain,25.75,37.39,0.00176,Jan-78,82,68,0
3/1/20,53033,-1.11,0.82,rain,25.75,37.39,0.00176,1-1321,118,30,67
3/1/20,53033,-1.11,0.82,rain,25.75,37.39,0.00176,10-Jan,127,55,43
3/1/20,53033,-1.11,0.82,rain,25.75,37.39,0.00176,1-1855,135,90,0
3/1/20,53033,-1.11,0.82,rain,25.75,37.39,0.00176,Jan-81,127,102,0
3/1/20,53033,-1.11,0.82,rain,25.75,37.39,0.00176,1-399,145,126,0
3/1/20,53033,-1.11,0.82,rain,25.75,37.39,0.00176,1-1161,56,43,0
3/1/20,53033,-1.11,0.82,rain,25.75,37.39,0.00176,3-1101688,265,70,163
3/1/20,53033,-1.11,0.82,rain,25.75,37.39,0.00176,Jan-72,84,34,38
3/1/20,53033,-1.11,0.82,rain,25.75,37.39,0.00176,3-1101754,250,56,159
3/1/20,53033,-1.11,0.82,rain,25.75,37.39,0.00176,Jan-71,103,24,49
3/1/20,53033,-1.11,0.82,rain,25.75,37.39,0.00176,1-1627,102,71,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,1-347,218,131,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,31-Jan,162,129,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,1-405,162,115,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,1-755,359,249,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,1-1162,67,61,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,1-602,212,166,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,1-1589,162,84,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,Jan-92,169,113,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,Jan-48,154,103,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,1-350,201,113,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,1-532,153,63,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,1-504,199,138,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,1-1401,173,118,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,Jan-99,141,105,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,1-352,329,238,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,1-351,200,162,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,1-1813,120,80,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,Jan-65,191,119,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,1-1066,291,200,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,1-962,115,78,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,1-983,238,179,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,1-657,213,128,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,1-1737,179,118,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,Jan-78,314,127,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,10-Jan,132,63,44
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,1-1855,227,124,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,Jan-81,120,81,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,1-399,221,157,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,1-1161,115,70,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,1-325,274,180,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,1-1321,315,67,110
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,3-1101688,186,26,134
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,Jan-72,196,60,92
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,Jan-71,274,57,110
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,1-1627,190,92,0
3/3/20,53033,1.21,0.92,rain,35.95,41.83,0.02919,3-1101754,214,43,138
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,1-504,172,123,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,1-347,148,77,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,31-Jan,208,146,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,1-405,131,99,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,1-755,176,120,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,1-1162,61,53,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,1-602,152,122,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,1-1589,141,81,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,Jan-92,169,93,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,Jan-48,134,84,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,1-350,153,97,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,1-532,144,63,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,1-1401,175,126,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,Jan-99,132,100,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,1-352,201,159,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,1-351,185,150,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,1-1813,117,67,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,Jan-65,143,89,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,1-1066,207,158,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,1-962,73,51,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,1-983,142,94,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,1-657,195,109,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,1-1737,184,116,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,Jan-78,260,106,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,10-Jan,171,61,55
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,1-1855,258,159,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,Jan-81,146,110,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,1-399,225,160,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,1-1161,112,76,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,1-325,138,84,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,1-1321,313,65,119
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,3-1101688,180,36,124
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,Jan-72,208,58,98
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,Jan-71,298,70,123
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,1-1627,189,106,0
3/9/20,53033,3.59,0.11,clear-day,19.97,43.36,0.00007,3-1101754,209,40,136
3/22/20,53033,1.52,0.57,partly-cloudy-day,29.51,52.5,0.0001,1-532,59,28,0
3/22/20,53033,1.52,0.57,partly-cloudy-day,29.51,52.5,0.0001,Jan-78,21,9,0
3/22/20,53033,1.52,0.57,partly-cloudy-day,29.51,52.5,0.0001,Jan-48,32,26,0
3/22/20,53033,1.52,0.57,partly-cloudy-day,29.51,52.5,0.0001,10-Jan,69,16,33
3/22/20,53033,1.52,0.57,partly-cloudy-day,29.51,52.5,0.0001,1-1855,64,31,0
3/22/20,53033,1.52,0.57,partly-cloudy-day,29.51,52.5,0.0001,Jan-81,78,43,0
3/22/20,53033,1.52,0.57,partly-cloudy-day,29.51,52.5,0.0001,1-1321,90,8,65
3/22/20,53033,1.52,0.57,partly-cloudy-day,29.51,52.5,0.0001,3-1101688,185,2,183
3/22/20,53033,1.52,0.57,partly-cloudy-day,29.51,52.5,0.0001,Jan-71,53,2,38
3/22/20,53033,1.52,0.57,partly-cloudy-day,29.51,52.5,0.0001,1-1627,56,32,0
3/22/20,53033,1.52,0.57,partly-cloudy-day,29.51,52.5,0.0001,3-1101754,146,4,142
4/4/20,53033,9.4,0.64,partly-cloudy-day,24.15,46.86,0.00046,1-347,26,13,0
4/4/20,53033,9.4,0.64,partly-cloudy-day,24.15,46.86,0.00046,31-Jan,66,26,0
4/4/20,53033,9.4,0.64,partly-cloudy-day,24.15,46.86,0.00046,1-405,38,25,0
4/4/20,53033,9.4,0.64,partly-cloudy-day,24.15,46.86,0.00046,1-657,32,15,0
4/4/20,53033,9.4,0.64,partly-cloudy-day,24.15,46.86,0.00046,1-1737,40,15,0
4/4/20,53033,9.4,0.64,partly-cloudy-day,24.15,46.86,0.00046,Jan-78,39,29,0
4/4/20,53033,9.4,0.64,partly-cloudy-day,24.15,46.86,0.00046,1-1589,24,13,0
4/4/20,53033,9.4,0.64,partly-cloudy-day,24.15,46.86,0.00046,Jan-92,24,12,0
4/4/20,53033,9.4,0.64,partly-cloudy-day,24.15,46.86,0.00046,Jan-48,13,8,0
4/4/20,53033,9.4,0.64,partly-cloudy-day,24.15,46.86,0.00046,1-532,55,23,0
4/4/20,53033,9.4,0.64,partly-cloudy-day,24.15,46.86,0.00046,10-Jan,98,11,39
4/4/20,53033,9.4,0.64,partly-cloudy-day,24.15,46.86,0.00046,1-1855,96,38,0
4/4/20,53033,9.4,0.64,partly-cloudy-day,24.15,46.86,0.00046,Jan-81,95,46,0
4/4/20,53033,9.4,0.64,partly-cloudy-day,24.15,46.86,0.00046,1-399,49,36,0
4/4/20,53033,9.4,0.64,partly-cloudy-day,24.15,46.86,0.00046,1-1401,28,16,0
4/4/20,53033,9.4,0.64,partly-cloudy-day,24.15,46.86,0.00046,Jan-99,24,8,0
4/4/20,53033,9.4,0.64,partly-cloudy-day,24.15,46.86,0.00046,1-351,32,18,0
4/4/20,53033,9.4,0.64,partly-cloudy-day,24.15,46.86,0.00046,1-1813,45,24,0
4/4/20,53033,9.4,0.64,partly-cloudy-day,24.15,46.86,0.00046,Jan-65,39,20,0
4/4/20,53033,9.4,0.64,partly-cloudy-day,24.15,46.86,0.00046,1-1321,118,1,85
4/4/20,53033,9.4,0.64,partly-cloudy-day,24.15,46.86,0.00046,3-1101688,207,0,207
4/4/20,53033,9.4,0.64,partly-cloudy-day,24.15,46.86,0.00046,Jan-72,61,8,42
4/4/20,53033,9.4,0.64,partly-cloudy-day,24.15,46.86,0.00046,Jan-71,86,4,48
4/4/20,53033,9.4,0.64,partly-cloudy-day,24.15,46.86,0.00046,1-1627,65,30,0
4/4/20,53033,9.4,0.64,partly-cloudy-day,24.15,46.86,0.00046,3-1101754,149,5,144
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,1-602,34,29,0
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,1-1589,103,54,0
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,Jan-92,99,33,0
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,Jan-48,70,38,0
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,1-350,70,36,0
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,1-532,148,63,0
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,1-504,121,70,0
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,1-347,66,22,0
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,31-Jan,134,65,0
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,1-405,98,51,0
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,1-755,104,59,0
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,Jan-99,69,24,0
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,1-352,41,25,0
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,1-351,114,65,0
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,1-1813,115,57,0
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,Jan-65,103,44,0
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,1-1066,88,53,0
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,1-962,62,23,0
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,1-983,30,11,0
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,1-657,146,56,0
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,1-1737,114,59,0
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,Jan-78,197,93,0
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,10-Jan,154,26,37
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,1-1855,223,97,0
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,Jan-81,155,74,0
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,1-399,154,79,0
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,1-1161,72,20,0
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,1-325,61,34,0
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,1-1401,88,42,0
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,1-1321,285,1,183
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,3-1101688,258,0,238
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,Jan-72,162,17,110
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,Jan-71,299,6,155
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,1-1627,154,69,0
5/13/20,53033,-0.12,0.74,rain,43.34,54.96,0.01376,3-1101754,228,0,212
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,1-1589,114,58,0
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,Jan-92,92,35,0
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,Jan-48,61,34,0
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,1-350,75,38,0
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,1-532,149,59,0
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,1-504,135,89,0
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,1-347,73,31,0
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,31-Jan,167,79,0
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,1-405,116,59,0
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,1-755,131,68,0
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,1-351,143,95,0
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,1-1813,116,54,0
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,Jan-65,95,52,0
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,1-1066,107,69,0
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,1-962,56,31,0
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,1-983,33,18,0
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,1-657,191,84,0
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,1-1737,128,57,0
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,Jan-78,216,88,0
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,1-602,26,23,0
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,10-Jan,141,20,42
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,1-1855,198,99,0
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,Jan-81,132,84,0
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,1-399,157,80,0
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,1-1161,74,37,0
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,1-325,60,37,0
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,1-1401,77,36,0
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,Jan-99,51,23,0
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,1-352,66,52,0
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,1-1321,261,2,155
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,3-1101688,237,1,223
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,Jan-72,178,21,115
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,Jan-71,268,4,146
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,1-1627,143,66,0
5/26/20,53033,6.49,0.72,rain,45.97,59.44,0.00164,3-1101754,228,1,213
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,1-1589,136,78,0
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,Jan-92,110,43,0
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,Jan-48,82,54,0
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,1-350,75,44,0
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,1-532,226,106,0
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,1-504,142,98,0
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,1-347,97,47,0
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,31-Jan,219,108,0
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,1-405,122,56,0
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,1-755,149,64,0
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,1-351,216,153,0
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,1-1813,144,66,0
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,Jan-65,99,35,0
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,1-1066,108,82,0
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,1-962,81,39,0
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,1-983,51,30,0
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,1-657,192,96,0
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,1-1737,138,81,0
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,Jan-78,244,111,0
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,1-602,35,26,0
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,10-Jan,217,34,69
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,1-1855,254,111,0
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,Jan-81,215,113,0
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,1-399,187,102,0
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,1-1161,81,38,0
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,1-325,69,42,0
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,1-1401,107,59,0
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,Jan-99,105,36,0
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,1-352,64,42,0
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,1-1321,333,2,187
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,3-1101688,277,4,263
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,Jan-72,212,20,143
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,Jan-71,355,7,189
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,1-1627,203,86,0
5/28/20,53033,5.74,0.5,partly-cloudy-day,54.37,78.08,0.00004,3-1101754,235,1,223
5/30/20,53033,-14.69,0.82,rain,44.88,61.52,0.02058,1-1589,44,25,0
5/30/20,53033,-14.69,0.82,rain,44.88,61.52,0.02058,Jan-92,35,15,0
5/30/20,53033,-14.69,0.82,rain,44.88,61.52,0.02058,1-532,83,27,0
5/30/20,53033,-14.69,0.82,rain,44.88,61.52,0.02058,1-347,33,13,0
5/30/20,53033,-14.69,0.82,rain,44.88,61.52,0.02058,31-Jan,122,67,0
5/30/20,53033,-14.69,0.82,rain,44.88,61.52,0.02058,1-405,41,23,0
5/30/20,53033,-14.69,0.82,rain,44.88,61.52,0.02058,1-1813,47,25,0
5/30/20,53033,-14.69,0.82,rain,44.88,61.52,0.02058,Jan-65,43,17,0
5/30/20,53033,-14.69,0.82,rain,44.88,61.52,0.02058,1-657,61,29,0
5/30/20,53033,-14.69,0.82,rain,44.88,61.52,0.02058,1-1737,55,30,0
5/30/20,53033,-14.69,0.82,rain,44.88,61.52,0.02058,Jan-78,61,37,0
5/30/20,53033,-14.69,0.82,rain,44.88,61.52,0.02058,10-Jan,100,17,23
5/30/20,53033,-14.69,0.82,rain,44.88,61.52,0.02058,1-1855,130,62,0
5/30/20,53033,-14.69,0.82,rain,44.88,61.52,0.02058,Jan-81,100,58,0
5/30/20,53033,-14.69,0.82,rain,44.88,61.52,0.02058,1-399,101,65,0
5/30/20,53033,-14.69,0.82,rain,44.88,61.52,0.02058,1-1401,36,20,0
5/30/20,53033,-14.69,0.82,rain,44.88,61.52,0.02058,Jan-99,39,16,0
5/30/20,53033,-14.69,0.82,rain,44.88,61.52,0.02058,1-351,96,69,0
5/30/20,53033,-14.69,0.82,rain,44.88,61.52,0.02058,1-1321,132,0,88
5/30/20,53033,-14.69,0.82,rain,44.88,61.52,0.02058,3-1101688,265,0,253
5/30/20,53033,-14.69,0.82,rain,44.88,61.52,0.02058,Jan-72,104,15,73
5/30/20,53033,-14.69,0.82,rain,44.88,61.52,0.02058,Jan-71,124,4,79
5/30/20,53033,-14.69,0.82,rain,44.88,61.52,0.02058,1-1627,113,52,0
5/30/20,53033,-14.69,0.82,rain,44.88,61.52,0.02058,3-1101754,259,1,246
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,1-602,33,28,0
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,1-1589,120,69,0
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,Jan-92,116,52,0
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,Jan-48,101,58,0
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,1-350,63,31,0
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,1-532,188,95,0
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,1-504,163,100,0
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,1-347,62,25,0
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,31-Jan,220,120,0
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,1-405,160,101,0
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,1-755,137,74,0
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,1-351,163,124,0
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,1-1813,142,72,0
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,Jan-65,137,68,0
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,1-1066,114,76,0
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,1-962,104,57,0
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,1-983,58,33,0
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,1-657,174,78,0
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,1-1737,134,68,0
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,Jan-78,235,108,0
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,10-Jan,193,25,41
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,1-1855,263,127,0
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,Jan-81,182,90,0
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,1-399,186,113,0
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,1-1161,95,53,0
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,1-325,63,43,0
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,1-1401,120,70,0
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,Jan-99,98,53,0
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,1-352,66,46,0
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,1-1321,298,0,184
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,3-1101688,253,0,243
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,Jan-72,198,28,130
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,Jan-71,301,3,199
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,1-1627,182,72,0
6/10/20,53033,9.84,0.71,rain,47.17,65.21,0.00272,3-1101754,245,0,237
6/12/20,53033,-8.07,0.86,rain,46.05,53.07,0.00443,1-1589,113,67,0
6/12/20,53033,-8.07,0.86,rain,46.05,53.07,0.00443,Jan-92,112,42,0
6/12/20,53033,-8.07,0.86,rain,46.05,53.07,0.00443,Jan-48,78,50,0
